Date,Team,Quarter 1,Quarter 2,Quarter 3,Quarter 4
"Tuesday, October 19, 2021",Nets,25,34,26,19
"Tuesday, October 19, 2021",Bucks,37,29,31,30
"Tuesday, October 19, 2021",Warriors,32,21,30,38
"Tuesday, October 19, 2021",Lakers,34,25,26,29
"Wednesday, October 20, 2021",Pacers,38,37,13,34
"Wednesday, October 20, 2021",Hornets,27,32,33,31
"Wednesday, October 20, 2021",Bulls,14,26,31,23
"Wednesday, October 20, 2021",Pistons,20,24,25,19
"Wednesday, October 20, 2021",Celtics,35,23,24,34
"Wednesday, October 20, 2021",Knicks,29,25,32,30
"Wednesday, October 20, 2021",Wizards,26,31,24,17
"Wednesday, October 20, 2021",Raptors,18,19,22,24
"Wednesday, October 20, 2021",Cavaliers,32,29,29,31
"Wednesday, October 20, 2021",Grizzlies,32,41,21,38
"Wednesday, October 20, 2021",Rockets,21,24,26,35
"Wednesday, October 20, 2021",Timberwolves,32,40,27,25
"Wednesday, October 20, 2021",76ers,29,24,28,36
"Wednesday, October 20, 2021",Pelicans,25,28,17,27
"Wednesday, October 20, 2021",Magic,28,21,22,26
"Wednesday, October 20, 2021",Spurs,32,29,33,29
"Wednesday, October 20, 2021",Thunder,18,24,21,23
"Wednesday, October 20, 2021",Jazz,27,27,29,24
"Wednesday, October 20, 2021",Nuggets,26,25,34,25
"Wednesday, October 20, 2021",Suns,20,38,24,16
"Wednesday, October 20, 2021",Kings,24,38,38,24
"Wednesday, October 20, 2021",Trail Blazers,23,26,36,36
"Thursday, October 21, 2021",Mavericks,20,24,20,23
"Thursday, October 21, 2021",Hawks,22,29,35,27
"Thursday, October 21, 2021",Bucks,17,26,26,26
"Thursday, October 21, 2021",Heat,40,32,33,32
"Thursday, October 21, 2021",Clippers,27,40,26,20
"Thursday, October 21, 2021",Warriors,44,22,24,25
"Friday, October 22, 2021",Hornets,27,27,36,33
"Friday, October 22, 2021",Cavaliers,30,29,30,23
"Friday, October 22, 2021",Knicks,36,29,21,35
"Friday, October 22, 2021",Magic,16,19,29,32
"Friday, October 22, 2021",Pacers,36,37,23,27
"Friday, October 22, 2021",Wizards,32,41,33,17
"Friday, October 22, 2021",Nets,28,27,30,29
"Friday, October 22, 2021",76ers,34,28,29,18
"Friday, October 22, 2021",Raptors,23,28,33,31
"Friday, October 22, 2021",Celtics,23,24,17,19
"Friday, October 22, 2021",Pelicans,17,30,28,37
"Friday, October 22, 2021",Bulls,28,37,27,36
"Friday, October 22, 2021",Thunder,21,26,26,18
"Friday, October 22, 2021",Rockets,34,35,31,24
"Friday, October 22, 2021",Spurs,22,28,20,26
"Friday, October 22, 2021",Nuggets,26,27,26,23
"Friday, October 22, 2021",Suns,23,34,37,21
"Friday, October 22, 2021",Lakers,26,18,23,38
"Friday, October 22, 2021",Jazz,24,22,35,29
"Friday, October 22, 2021",Kings,26,26,28,21
"Saturday, October 23, 2021",Hawks,27,28,17,23
"Saturday, October 23, 2021",Cavaliers,24,28,31,18
"Saturday, October 23, 2021",Heat,24,22,17,23
"Saturday, October 23, 2021",Pacers,28,28,8,22
"Saturday, October 23, 2021",Mavericks,18,27,29,29
"Saturday, October 23, 2021",Raptors,25,26,21,23
"Saturday, October 23, 2021",Pistons,28,15,11,28
"Saturday, October 23, 2021",Bulls,31,23,25,18
"Saturday, October 23, 2021",Pelicans,27,14,26,22
"Saturday, October 23, 2021",Timberwolves,28,26,15,27
"Saturday, October 23, 2021",Bucks,32,24,29,36
"Saturday, October 23, 2021",Spurs,32,20,29,30
"Saturday, October 23, 2021",Suns,24,23,34,24
"Saturday, October 23, 2021",Trail Blazers,30,37,39,28
"Saturday, October 23, 2021",Grizzlies,25,34,38,23
"Saturday, October 23, 2021",Clippers,34,28,27,25
"Sunday, October 24, 2021",Hornets,27,23,29,32
"Sunday, October 24, 2021",Nets,31,27,20,17
"Sunday, October 24, 2021",Magic,27,25,22,36
"Sunday, October 24, 2021",Knicks,29,28,23,24
"Sunday, October 24, 2021",Celtics,22,31,36,18
"Sunday, October 24, 2021",Rockets,30,21,21,25
"Sunday, October 24, 2021",76ers,36,23,28,28
"Sunday, October 24, 2021",Thunder,26,25,27,25
"Sunday, October 24, 2021",Warriors,29,31,30,29
"Sunday, October 24, 2021",Kings,31,31,26,19
"Sunday, October 24, 2021",Grizzlies,24,32,34,28
"Sunday, October 24, 2021",Lakers,29,33,25,34
"Monday, October 25, 2021",Celtics,33,35,26,28
"Monday, October 25, 2021",Hornets,33,33,31,25
"Monday, October 25, 2021",Bucks,34,32,35,18
"Monday, October 25, 2021",Pacers,30,27,29,23
"Monday, October 25, 2021",Pistons,18,36,25,25
"Monday, October 25, 2021",Hawks,28,34,33,27
"Monday, October 25, 2021",Wizards,20,22,22,26
"Monday, October 25, 2021",Nets,38,21,23,22
"Monday, October 25, 2021",Magic,15,29,26,20
"Monday, October 25, 2021",Heat,27,30,24,26
"Monday, October 25, 2021",Bulls,24,37,31,19
"Monday, October 25, 2021",Raptors,24,27,29,28
"Monday, October 25, 2021",Pelicans,25,29,26,27
"Monday, October 25, 2021",Timberwolves,19,24,30,25
"Monday, October 25, 2021",Cavaliers,29,21,25,24
"Monday, October 25, 2021",Nuggets,24,22,24,17
"Monday, October 25, 2021",Trail Blazers,17,25,19,25
"Monday, October 25, 2021",Clippers,31,25,35,25
"Tuesday, October 26, 2021",76ers,26,16,30,27
"Tuesday, October 26, 2021",Knicks,23,39,28,22
"Tuesday, October 26, 2021",Warriors,29,19,33,25
"Tuesday, October 26, 2021",Thunder,34,25,17,22
"Tuesday, October 26, 2021",Rockets,31,29,28,18
"Tuesday, October 26, 2021",Mavericks,27,30,34,25
"Tuesday, October 26, 2021",Lakers,27,34,24,29
"Tuesday, October 26, 2021",Spurs,29,33,35,17
"Tuesday, October 26, 2021",Nuggets,31,33,26,20
"Tuesday, October 26, 2021",Jazz,35,31,25,31
"Wednesday, October 27, 2021",Hornets,31,33,27,29
"Wednesday, October 27, 2021",Magic,31,30,32,18
"Wednesday, October 27, 2021",Wizards,24,38,25,29
"Wednesday, October 27, 2021",Celtics,19,33,34,21
"Wednesday, October 27, 2021",Heat,29,20,32,25
"Wednesday, October 27, 2021",Nets,22,29,23,19
"Wednesday, October 27, 2021",Pacers,24,24,23,29
"Wednesday, October 27, 2021",Raptors,29,28,30,31
"Wednesday, October 27, 2021",Hawks,19,34,31,18
"Wednesday, October 27, 2021",Pelicans,33,26,18,22
"Wednesday, October 27, 2021",Timberwolves,44,22,28,19
"Wednesday, October 27, 2021",Bucks,34,24,21,29
"Wednesday, October 27, 2021",Lakers,41,31,23,20
"Wednesday, October 27, 2021",Thunder,19,37,41,26
"Wednesday, October 27, 2021",Kings,23,30,29,28
"Wednesday, October 27, 2021",Suns,29,32,15,31
"Wednesday, October 27, 2021",Grizzlies,27,30,20,19
"Wednesday, October 27, 2021",Trail Blazers,24,27,36,29
"Wednesday, October 27, 2021",Cavaliers,23,24,25,20
"Wednesday, October 27, 2021",Clippers,14,26,24,15
"Thursday, October 28, 2021",Pistons,22,24,21,35
"Thursday, October 28, 2021",76ers,21,31,27,31
"Thursday, October 28, 2021",Hawks,32,23,31,25
"Thursday, October 28, 2021",Wizards,33,31,36,22
"Thursday, October 28, 2021",Knicks,27,28,27,22
"Thursday, October 28, 2021",Bulls,25,26,22,30
"Thursday, October 28, 2021",Jazz,32,29,31,30
"Thursday, October 28, 2021",Rockets,18,22,32,19
"Thursday, October 28, 2021",Spurs,25,24,27,23
"Thursday, October 28, 2021",Mavericks,15,32,29,28
"Thursday, October 28, 2021",Grizzlies,20,25,28,25
"Thursday, October 28, 2021",Warriors,37,18,24,19
"Friday, October 29, 2021",Magic,20,31,27,31
"Friday, October 29, 2021",Raptors,23,31,23,33
"Friday, October 29, 2021",Pacers,38,17,19,24
"Friday, October 29, 2021",Nets,26,32,27,20
"Friday, October 29, 2021",Hornets,22,24,29,24
"Friday, October 29, 2021",Heat,33,31,20,30
"Friday, October 29, 2021",Kings,33,26,18,36
"Friday, October 29, 2021",Pelicans,26,22,24,37
"Friday, October 29, 2021",Mavericks,21,23,12,19
"Friday, October 29, 2021",Nuggets,29,25,33,19
"Friday, October 29, 2021",Clippers,24,16,27,25
"Friday, October 29, 2021",Trail Blazers,25,23,28,35
"Friday, October 29, 2021",Cavaliers,28,26,31,16
"Friday, October 29, 2021",Lakers,21,33,34,25
"Saturday, October 30, 2021",Celtics,20,27,26,30
"Saturday, October 30, 2021",Wizards,25,28,23,27
"Saturday, October 30, 2021",Magic,20,27,26,30
"Saturday, October 30, 2021",Pistons,25,23,34,28
"Saturday, October 30, 2021",Knicks,34,29,25,35
"Saturday, October 30, 2021",Pelicans,28,31,24,34
"Saturday, October 30, 2021",Raptors,22,24,21,30
"Saturday, October 30, 2021",Pacers,25,22,19,28
"Saturday, October 30, 2021",Hawks,15,31,23,25
"Saturday, October 30, 2021",76ers,28,32,29,33
"Saturday, October 30, 2021",Jazz,24,33,15,27
"Saturday, October 30, 2021",Bulls,25,29,25,28
"Saturday, October 30, 2021",Heat,38,29,35,27
"Saturday, October 30, 2021",Grizzlies,22,32,25,24
"Saturday, October 30, 2021",Spurs,27,18,24,33
"Saturday, October 30, 2021",Bucks,24,23,20,26
"Saturday, October 30, 2021",Thunder,20,24,14,24
"Saturday, October 30, 2021",Warriors,28,27,27,21
"Saturday, October 30, 2021",Nuggets,23,20,26,24
"Saturday, October 30, 2021",Timberwolves,32,15,26,18
"Saturday, October 30, 2021",Cavaliers,31,15,19,27
"Saturday, October 30, 2021",Suns,24,26,28,23
"Sunday, October 31, 2021",Kings,22,25,25,27
"Sunday, October 31, 2021",Mavericks,31,22,29,23
"Sunday, October 31, 2021",Trail Blazers,29,31,28,25
"Sunday, October 31, 2021",Hornets,27,26,36,36
"Sunday, October 31, 2021",Jazz,30,27,27,23
"Sunday, October 31, 2021",Bucks,23,25,21,26
"Sunday, October 31, 2021",Pistons,25,24,25,17
"Sunday, October 31, 2021",Nets,28,36,32,21
"Sunday, October 31, 2021",Rockets,15,20,19,31
"Sunday, October 31, 2021",Lakers,27,27,21,20
"Monday, November 1, 2021",Cavaliers,40,25,23,25
"Monday, November 1, 2021",Hornets,21,28,27,34
"Monday, November 1, 2021",Spurs,33,23,27,35
"Monday, November 1, 2021",Pacers,43,35,31,22
"Monday, November 1, 2021",Trail Blazers,21,32,28,22
"Monday, November 1, 2021",76ers,27,27,32,27
"Monday, November 1, 2021",Wizards,23,37,17,34
"Monday, November 1, 2021",Hawks,34,29,21,34
"Monday, November 1, 2021",Bulls,34,25,30,39
"Monday, November 1, 2021",Celtics,35,32,36,11
"Monday, November 1, 2021",Raptors,26,27,38,22
"Monday, November 1, 2021",Knicks,34,23,22,25
"Monday, November 1, 2021",Nuggets,26,32,15,24
"Monday, November 1, 2021",Grizzlies,31,29,22,24
"Monday, November 1, 2021",Magic,26,27,19,43
"Monday, November 1, 2021",Timberwolves,32,26,20,19
"Monday, November 1, 2021",Thunder,23,21,30,20
"Monday, November 1, 2021",Clippers,14,26,26,33
"Tuesday, November 2, 2021",Bucks,27,30,33,27
"Tuesday, November 2, 2021",Pistons,20,19,23,27
"Tuesday, November 2, 2021",Heat,24,46,29,26
"Tuesday, November 2, 2021",Mavericks,30,32,26,22
"Tuesday, November 2, 2021",Kings,29,30,28,26
"Tuesday, November 2, 2021",Jazz,33,25,32,29
"Tuesday, November 2, 2021",Pelicans,36,23,23,18
"Tuesday, November 2, 2021",Suns,22,26,28,36
"Tuesday, November 2, 2021",Rockets,35,35,19,28
"Tuesday, November 2, 2021",Lakers,32,32,23,32
"Wednesday, November 3, 2021",Trail Blazers,26,27,24,27
"Wednesday, November 3, 2021",Cavaliers,23,37,27,20
"Wednesday, November 3, 2021",Knicks,22,28,25,23
"Wednesday, November 3, 2021",Pacers,36,23,21,31
"Wednesday, November 3, 2021",Celtics,26,18,31,17
"Wednesday, November 3, 2021",Magic,28,18,10,23
"Wednesday, November 3, 2021",Bulls,19,25,28,26
"Wednesday, November 3, 2021",76ers,29,29,26,19
"Wednesday, November 3, 2021",Raptors,29,30,27,23
"Wednesday, November 3, 2021",Wizards,29,19,29,23
"Wednesday, November 3, 2021",Hawks,28,31,20,29
"Wednesday, November 3, 2021",Nets,35,26,34,22
"Wednesday, November 3, 2021",Nuggets,19,36,28,23
"Wednesday, November 3, 2021",Grizzlies,37,19,22,30
"Wednesday, November 3, 2021",Clippers,27,31,45,23
"Wednesday, November 3, 2021",Timberwolves,23,31,34,27
"Wednesday, November 3, 2021",Mavericks,28,31,22,28
"Wednesday, November 3, 2021",Spurs,28,30,25,25
"Wednesday, November 3, 2021",Hornets,26,26,15,25
"Wednesday, November 3, 2021",Warriors,21,32,27,34
"Wednesday, November 3, 2021",Pelicans,26,26,35,12
"Wednesday, November 3, 2021",Kings,27,29,36,20
"Thursday, November 4, 2021",76ers,31,32,23,23
"Thursday, November 4, 2021",Pistons,32,34,16,16
"Thursday, November 4, 2021",Jazz,15,24,36,41
"Thursday, November 4, 2021",Hawks,16,24,34,24
"Thursday, November 4, 2021",Celtics,18,33,24,20
"Thursday, November 4, 2021",Heat,24,9,24,21
"Thursday, November 4, 2021",Rockets,30,31,25,25
"Thursday, November 4, 2021",Suns,36,20,37,30
"Thursday, November 4, 2021",Thunder,21,27,24,35
"Thursday, November 4, 2021",Lakers,25,27,28,24
"Friday, November 5, 2021",Nets,28,11,39,18
"Friday, November 5, 2021",Pistons,23,16,23,28
"Friday, November 5, 2021",Spurs,30,19,23,30
"Friday, November 5, 2021",Magic,20,16,26,27
"Friday, November 5, 2021",Grizzlies,31,16,21,19
"Friday, November 5, 2021",Wizards,35,25,31,24
"Friday, November 5, 2021",Cavaliers,28,20,26,28
"Friday, November 5, 2021",Raptors,29,28,23,21
"Friday, November 5, 2021",Knicks,19,37,32,25
"Friday, November 5, 2021",Bucks,38,25,20,15
"Friday, November 5, 2021",Clippers,23,24,28,29
"Friday, November 5, 2021",Timberwolves,33,24,15,12
"Friday, November 5, 2021",Pelicans,31,19,16,19
"Friday, November 5, 2021",Warriors,38,16,34,38
"Friday, November 5, 2021",Pacers,19,34,30,23
"Friday, November 5, 2021",Trail Blazers,24,35,23,28
"Friday, November 5, 2021",Hornets,22,31,36,21
"Friday, November 5, 2021",Kings,41,33,32,34
"Saturday, November 6, 2021",Rockets,27,20,24,23
"Saturday, November 6, 2021",Nuggets,26,20,26,23
"Saturday, November 6, 2021",Jazz,24,28,26,37
"Saturday, November 6, 2021",Heat,27,28,32,31
"Saturday, November 6, 2021",76ers,22,35,27,30
"Saturday, November 6, 2021",Bulls,21,26,30,28
"Saturday, November 6, 2021",Celtics,15,25,32,32
"Saturday, November 6, 2021",Mavericks,29,28,22,28
"Saturday, November 6, 2021",Hawks,26,32,40,19
"Saturday, November 6, 2021",Suns,25,34,27,35
"Saturday, November 6, 2021",Lakers,14,22,26,28
"Saturday, November 6, 2021",Trail Blazers,36,15,42,12
"Sunday, November 7, 2021",Nets,29,24,35,28
"Sunday, November 7, 2021",Raptors,26,34,17,26
"Sunday, November 7, 2021",Cavaliers,29,27,33,37
"Sunday, November 7, 2021",Knicks,30,27,18,34
"Sunday, November 7, 2021",Jazz,15,37,33,15
"Sunday, November 7, 2021",Magic,28,22,25,32
"Sunday, November 7, 2021",Bucks,24,28,19,23
"Sunday, November 7, 2021",Wizards,26,23,33,19
"Sunday, November 7, 2021",Pacers,27,21,26,20
"Sunday, November 7, 2021",Kings,19,24,24,24
"Sunday, November 7, 2021",Spurs,28,27,14,25
"Sunday, November 7, 2021",Thunder,14,31,34,20
"Sunday, November 7, 2021",Rockets,32,29,22,24
"Sunday, November 7, 2021",Warriors,37,32,34,17
"Sunday, November 7, 2021",Hornets,39,19,29,19
"Sunday, November 7, 2021",Clippers,31,30,28,31
"Monday, November 8, 2021",Knicks,28,30,14,31
"Monday, November 8, 2021",76ers,21,23,25,27
"Monday, November 8, 2021",Nets,27,30,21,17
"Monday, November 8, 2021",Bulls,35,16,25,42
"Monday, November 8, 2021",Timberwolves,34,20,38,21
"Monday, November 8, 2021",Grizzlies,34,24,23,32
"Monday, November 8, 2021",Pelicans,27,20,22,23
"Monday, November 8, 2021",Mavericks,22,29,27,30
"Monday, November 8, 2021",Heat,25,24,21,26
"Monday, November 8, 2021",Nuggets,30,34,27,22
"Monday, November 8, 2021",Hawks,34,31,20,28
"Monday, November 8, 2021",Warriors,32,29,41,25
"Monday, November 8, 2021",Suns,34,33,31,11
"Monday, November 8, 2021",Kings,28,36,12,28
"Monday, November 8, 2021",Hornets,26,34,27,28
"Monday, November 8, 2021",Lakers,29,32,33,21
"Tuesday, November 9, 2021",Bucks,30,31,30,27
"Tuesday, November 9, 2021",76ers,39,19,35,16
"Tuesday, November 9, 2021",Hawks,28,22,30,18
"Tuesday, November 9, 2021",Jazz,30,32,33,15
"Tuesday, November 9, 2021",Trail Blazers,26,29,24,30
"Tuesday, November 9, 2021",Clippers,33,23,27,34
"Wednesday, November 10, 2021",Wizards,24,20,24,29
"Wednesday, November 10, 2021",Cavaliers,22,27,25,20
"Wednesday, November 10, 2021",Nets,28,37,29,29
"Wednesday, November 10, 2021",Magic,23,30,22,15
"Wednesday, November 10, 2021",Raptors,25,21,22,20
"Wednesday, November 10, 2021",Celtics,33,29,18,24
"Wednesday, November 10, 2021",Bucks,31,20,31,30
"Wednesday, November 10, 2021",Knicks,22,20,24,34
"Wednesday, November 10, 2021",Pistons,23,26,33,30
"Wednesday, November 10, 2021",Rockets,21,29,29,25
"Wednesday, November 10, 2021",Mavericks,33,21,26,27
"Wednesday, November 10, 2021",Bulls,32,29,34,22
"Wednesday, November 10, 2021",Hornets,34,26,21,37
"Wednesday, November 10, 2021",Grizzlies,36,16,26,30
"Wednesday, November 10, 2021",Thunder,28,28,29,23
"Wednesday, November 10, 2021",Pelicans,29,19,23,29
"Wednesday, November 10, 2021",Kings,20,34,33,30
"Wednesday, November 10, 2021",Spurs,34,37,33,32
"Wednesday, November 10, 2021",Pacers,20,24,21,33
"Wednesday, November 10, 2021",Nuggets,23,21,25,32
"Wednesday, November 10, 2021",Trail Blazers,26,21,30,32
"Wednesday, November 10, 2021",Suns,27,33,27,32
"Wednesday, November 10, 2021",Timberwolves,28,26,30,26
"Wednesday, November 10, 2021",Warriors,31,38,24,30
"Wednesday, November 10, 2021",Heat,25,32,29,26
"Wednesday, November 10, 2021",Lakers,28,27,27,30
"Thursday, November 11, 2021",Raptors,27,25,29,34
"Thursday, November 11, 2021",76ers,30,27,21,31
"Thursday, November 11, 2021",Pacers,32,28,25,26
"Thursday, November 11, 2021",Jazz,30,21,26,23
"Thursday, November 11, 2021",Heat,40,18,20,31
"Thursday, November 11, 2021",Clippers,25,31,30,26
"Friday, November 12, 2021",Knicks,34,21,21,20
"Friday, November 12, 2021",Hornets,18,28,34,24
"Friday, November 12, 2021",Bucks,30,25,26,27
"Friday, November 12, 2021",Celtics,30,21,37,20
"Friday, November 12, 2021",Pistons,18,23,11,26
"Friday, November 12, 2021",Cavaliers,24,28,22,24
"Friday, November 12, 2021",Trail Blazers,30,25,26,23
"Friday, November 12, 2021",Rockets,27,18,22,25
"Friday, November 12, 2021",Suns,36,26,30,27
"Friday, November 12, 2021",Grizzlies,23,20,21,30
"Friday, November 12, 2021",Nets,33,33,29,25
"Friday, November 12, 2021",Pelicans,25,34,24,29
"Friday, November 12, 2021",Kings,23,39,24,17
"Friday, November 12, 2021",Thunder,16,32,29,28
"Friday, November 12, 2021",Mavericks,31,37,34,21
"Friday, November 12, 2021",Spurs,22,35,20,32
"Friday, November 12, 2021",Hawks,25,21,23,27
"Friday, November 12, 2021",Nuggets,32,17,30,26
"Friday, November 12, 2021",Bulls,29,16,17,31
"Friday, November 12, 2021",Warriors,23,28,35,33
"Friday, November 12, 2021",Timberwolves,19,25,40,23
"Friday, November 12, 2021",Lakers,26,23,12,22
"Saturday, November 13, 2021",Heat,27,31,37,16
"Saturday, November 13, 2021",Jazz,24,24,21,36
"Saturday, November 13, 2021",76ers,25,35,22,31
"Saturday, November 13, 2021",Pacers,32,38,24,24
"Saturday, November 13, 2021",Wizards,28,22,32,22
"Saturday, November 13, 2021",Magic,18,19,22,33
"Saturday, November 13, 2021",Grizzlies,22,22,28,29
"Saturday, November 13, 2021",Pelicans,35,27,21,29
"Saturday, November 13, 2021",Pistons,31,34,28,34
"Saturday, November 13, 2021",Raptors,34,30,31,26
"Saturday, November 13, 2021",Celtics,20,32,22,15
"Saturday, November 13, 2021",Cavaliers,9,29,24,29
"Saturday, November 13, 2021",Timberwolves,26,17,28,31
"Saturday, November 13, 2021",Clippers,32,38,28,31
"Sunday, November 14, 2021",Spurs,29,26,24,27
"Sunday, November 14, 2021",Lakers,34,26,30,24
"Sunday, November 14, 2021",Bucks,24,20,33,23
"Sunday, November 14, 2021",Hawks,32,26,31,31
"Sunday, November 14, 2021",Warriors,27,30,31,14
"Sunday, November 14, 2021",Hornets,30,27,30,19
"Sunday, November 14, 2021",Suns,27,24,29,35
"Sunday, November 14, 2021",Rockets,23,21,19,26
"Sunday, November 14, 2021",Nets,30,31,29,30
"Sunday, November 14, 2021",Thunder,25,23,26,22
"Sunday, November 14, 2021",Trail Blazers,18,35,26,16
"Sunday, November 14, 2021",Nuggets,33,34,24,33
"Sunday, November 14, 2021",Bulls,30,24,23,23
"Sunday, November 14, 2021",Clippers,17,28,26,19
"Monday, November 15, 2021",Celtics,19,18,28,33
"Monday, November 15, 2021",Cavaliers,22,17,25,28
"Monday, November 15, 2021",Kings,31,37,24,37
"Monday, November 15, 2021",Pistons,12,32,26,37
"Monday, November 15, 2021",Pelicans,25,33,22,20
"Monday, November 15, 2021",Wizards,25,16,32,32
"Monday, November 15, 2021",Magic,31,25,28,27
"Monday, November 15, 2021",Hawks,30,30,33,36
"Monday, November 15, 2021",Pacers,20,29,25,10
"Monday, November 15, 2021",Knicks,16,32,21,23
"Monday, November 15, 2021",Nuggets,32,26,25,18
"Monday, November 15, 2021",Mavericks,35,14,30,32
"Monday, November 15, 2021",Rockets,20,36,15,31
"Monday, November 15, 2021",Grizzlies,33,41,31,31
"Monday, November 15, 2021",Suns,18,22,26,33
"Monday, November 15, 2021",Timberwolves,21,18,23,34
"Monday, November 15, 2021",Heat,23,20,31,29
"Monday, November 15, 2021",Thunder,24,19,24,23
"Monday, November 15, 2021",Raptors,33,27,25,28
"Monday, November 15, 2021",Trail Blazers,24,37,24,33
"Monday, November 15, 2021",Bulls,33,24,37,27
"Monday, November 15, 2021",Lakers,25,23,25,30
"Tuesday, November 16, 2021",Warriors,31,32,35,19
"Tuesday, November 16, 2021",Nets,34,24,18,23
"Tuesday, November 16, 2021",76ers,28,19,19,19
"Tuesday, November 16, 2021",Jazz,30,33,34,23
"Tuesday, November 16, 2021",Spurs,20,33,18,21
"Tuesday, November 16, 2021",Clippers,25,32,26,23
"Wednesday, November 17, 2021",Wizards,29,22,14,22
"Wednesday, November 17, 2021",Hornets,24,21,30,22
"Wednesday, November 17, 2021",Pacers,21,20,32,16
"Wednesday, November 17, 2021",Pistons,24,25,24,24
"Wednesday, November 17, 2021",Celtics,29,20,28,22
"Wednesday, November 17, 2021",Hawks,30,28,33,19
"Wednesday, November 17, 2021",Cavaliers,25,16,32,26
"Wednesday, November 17, 2021",Nets,31,31,19,28
"Wednesday, November 17, 2021",Pelicans,34,18,18,28
"Wednesday, November 17, 2021",Heat,21,26,34,32
"Wednesday, November 17, 2021",Magic,21,29,22,32
"Wednesday, November 17, 2021",Knicks,23,26,18,31
"Wednesday, November 17, 2021",Lakers,32,21,30,19
"Wednesday, November 17, 2021",Bucks,30,34,21,24
"Wednesday, November 17, 2021",Kings,18,30,24,25
"Wednesday, November 17, 2021",Timberwolves,22,22,33,30
"Wednesday, November 17, 2021",Rockets,19,22,23,25
"Wednesday, November 17, 2021",Thunder,22,31,27,21
"Wednesday, November 17, 2021",Mavericks,22,24,27,25
"Wednesday, November 17, 2021",Suns,25,20,23,37
"Wednesday, November 17, 2021",Bulls,33,30,22,22
"Wednesday, November 17, 2021",Trail Blazers,24,24,33,31
"Thursday, November 18, 2021",Warriors,27,24,17,36
"Thursday, November 18, 2021",Cavaliers,29,25,27,8
"Thursday, November 18, 2021",Wizards,19,21,30,27
"Thursday, November 18, 2021",Heat,21,26,36,29
"Thursday, November 18, 2021",Clippers,24,29,32,23
"Thursday, November 18, 2021",Grizzlies,30,26,38,26
"Thursday, November 18, 2021",Spurs,20,33,25,12
"Thursday, November 18, 2021",Timberwolves,34,32,27,22
"Thursday, November 18, 2021",76ers,24,34,29,16
"Thursday, November 18, 2021",Nuggets,23,29,17,20
"Thursday, November 18, 2021",Raptors,27,36,17,23
"Thursday, November 18, 2021",Jazz,32,29,31,27
"Friday, November 19, 2021",Pacers,22,26,37,33
"Friday, November 19, 2021",Hornets,27,36,35,23
"Friday, November 19, 2021",Warriors,26,30,30,19
"Friday, November 19, 2021",Pistons,23,28,19,32
"Friday, November 19, 2021",Lakers,38,23,21,26
"Friday, November 19, 2021",Celtics,30,30,33,37
"Friday, November 19, 2021",Magic,41,21,21,30
"Friday, November 19, 2021",Nets,25,28,37,25
"Friday, November 19, 2021",Thunder,24,23,21,21
"Friday, November 19, 2021",Bucks,34,24,22,16
"Friday, November 19, 2021",Clippers,29,26,14,12
"Friday, November 19, 2021",Pelicans,16,27,29,22
"Friday, November 19, 2021",Bulls,30,23,35,26
"Friday, November 19, 2021",Nuggets,30,22,26,30
"Friday, November 19, 2021",Mavericks,24,27,33,20
"Friday, November 19, 2021",Suns,27,28,24,33
"Friday, November 19, 2021",Raptors,30,33,33,12
"Friday, November 19, 2021",Kings,27,18,21,23
"Saturday, November 20, 2021",Rockets,21,26,26,26
"Saturday, November 20, 2021",Knicks,13,34,25,34
"Saturday, November 20, 2021",Pelicans,19,27,18,30
"Saturday, November 20, 2021",Pacers,32,26,38,15
"Saturday, November 20, 2021",Heat,25,18,32,25
"Saturday, November 20, 2021",Wizards,26,15,30,32
"Saturday, November 20, 2021",Hornets,21,27,29,28
"Saturday, November 20, 2021",Hawks,25,35,29,26
"Saturday, November 20, 2021",Thunder,23,22,29,31
"Saturday, November 20, 2021",Celtics,30,28,31,22
"Saturday, November 20, 2021",Magic,24,26,21,37
"Saturday, November 20, 2021",Bucks,36,26,34,21
"Saturday, November 20, 2021",Grizzlies,23,20,28,24
"Saturday, November 20, 2021",Timberwolves,40,32,41,25
"Saturday, November 20, 2021",76ers,25,21,32,33
"Saturday, November 20, 2021",Trail Blazers,30,25,31,32
"Saturday, November 20, 2021",Jazz,29,25,30,39
"Saturday, November 20, 2021",Kings,28,21,31,25
"Sunday, November 21, 2021",Mavericks,22,25,15,29
"Sunday, November 21, 2021",Clippers,19,27,25,26
"Sunday, November 21, 2021",Lakers,30,31,23,37
"Sunday, November 21, 2021",Pistons,26,42,31,17
"Sunday, November 21, 2021",Knicks,20,25,29,29
"Sunday, November 21, 2021",Bulls,25,26,21,37
"Sunday, November 21, 2021",Nuggets,28,32,18,19
"Sunday, November 21, 2021",Suns,48,25,27,26
"Sunday, November 21, 2021",Raptors,24,23,30,27
"Sunday, November 21, 2021",Warriors,36,25,31,27
"Monday, November 22, 2021",Nets,24,28,32,33
"Monday, November 22, 2021",Cavaliers,27,36,19,30
"Monday, November 22, 2021",Hornets,26,33,24,26
"Monday, November 22, 2021",Wizards,27,23,23,30
"Monday, November 22, 2021",Thunder,27,33,11,30
"Monday, November 22, 2021",Hawks,32,34,27,20
"Monday, November 22, 2021",Rockets,21,26,16,27
"Monday, November 22, 2021",Celtics,22,30,34,22
"Monday, November 22, 2021",Pacers,31,36,22,20
"Monday, November 22, 2021",Bulls,16,30,15,16
